,timestamp,lp
2023-06-28 14:53:54.817082,,589.6
2023-06-28 14:53:55.287107,,589.5
2023-06-28 14:53:55.815877,,589.6
2023-06-28 14:53:56.487237,,589.5
2023-06-28 14:53:57.488491,,589.55
2023-06-28 14:53:58.489647,,589.5
2023-06-28 14:53:59.491029,,589.55
2023-06-28 14:53:59.823006,,589.5
2023-06-28 14:54:00.294974,,589.6
2023-06-28 14:54:01.816027,,589.55
2023-06-28 14:54:02.493607,,589.5
2023-06-28 14:54:03.696861,,589.6
2023-06-28 14:54:04.818167,,589.5
2023-06-28 14:54:05.816977,,589.6
2023-06-28 14:54:06.100800,,589.5
2023-06-28 14:54:06.826242,,589.6
2023-06-28 14:54:07.820900,,589.5
2023-06-28 14:54:08.102425,,589.6
2023-06-28 14:54:08.818898,,589.5
2023-06-28 14:54:09.706143,,589.6
2023-06-28 14:54:10.819396,,589.5
2023-06-28 14:54:14.823436,,589.6
2023-06-28 14:54:15.317556,,589.65
2023-06-28 14:54:15.823485,,589.5
2023-06-28 14:54:16.314698,,589.6
2023-06-28 14:54:16.823244,,589.55
2023-06-28 14:54:17.517586,,589.5
2023-06-28 14:54:18.824451,,589.6
2023-06-28 14:54:19.520398,,589.5
2023-06-28 14:54:19.821864,,589.4
2023-06-28 14:54:20.524194,,589.6
2023-06-28 14:54:21.525024,,589.5
2023-06-28 14:54:21.824819,,589.45
2023-06-28 14:54:22.523504,,589.5
2023-06-28 14:54:24.526609,,589.35
2023-06-28 14:54:25.527594,,589.5
2023-06-28 14:54:26.725550,,589.4
2023-06-28 14:54:27.727717,,589.45
2023-06-28 14:54:29.828539,,589.5
2023-06-28 14:54:31.824016,,589.4
2023-06-28 14:54:32.830325,,589.5
2023-06-28 14:54:33.334947,,589.35
2023-06-28 14:54:33.823691,,589.45
2023-06-28 14:54:34.337491,,589.35
2023-06-28 14:54:34.832411,,589.4
2023-06-28 14:54:35.538256,,589.45
2023-06-28 14:54:35.825129,,589.7
2023-06-28 14:54:36.738482,,589.6
2023-06-28 14:54:37.340392,,589.65
2023-06-28 14:54:37.825438,,589.6
2023-06-28 14:54:38.342151,,589.65
2023-06-28 14:54:39.343010,,589.6
2023-06-28 14:54:40.545182,,589.65
2023-06-28 14:54:43.753561,,589.6
2023-06-28 14:54:44.749081,,589.5
2023-06-28 14:54:46.828751,,589.65
2023-06-28 14:54:47.827965,,589.45
2023-06-28 14:54:48.360157,,589.6
2023-06-28 14:54:49.554966,,589.45
2023-06-28 14:54:50.828674,,589.5
2023-06-28 14:54:51.758578,,589.55
2023-06-28 14:54:54.364393,,589.6
2023-06-28 14:54:54.828657,,589.45
2023-06-28 14:54:55.563732,,589.6
2023-06-28 14:54:55.829213,,589.5
2023-06-28 14:54:56.565514,,589.55
2023-06-28 14:54:57.768565,,589.45
2023-06-28 14:54:59.772195,,589.4
2023-06-28 14:54:59.832343,,589.3
2023-06-28 14:55:00.829528,,589.4
2023-06-28 14:55:00.978437,,589.35
2023-06-28 14:55:01.836907,,589.45
2023-06-28 14:55:02.831287,,589.55
2023-06-28 14:55:02.973199,,589.45
2023-06-28 14:55:04.175454,,589.55
2023-06-28 14:55:04.834046,,589.45
2023-06-28 14:55:05.835427,,589.5
2023-06-28 14:55:06.621935,,589.45
2023-06-28 14:55:06.835804,,589.4
2023-06-28 14:55:07.579852,,589.5
2023-06-28 14:55:07.836119,,589.6
2023-06-28 14:55:08.788610,,589.65
2023-06-28 14:55:09.832591,,589.6
2023-06-28 14:55:11.185596,,589.45
2023-06-28 14:55:13.384163,,589.4
2023-06-28 14:55:13.832908,,589.5
2023-06-28 14:55:14.589845,,589.35
2023-06-28 14:55:15.586013,,589.5
2023-06-28 14:55:15.835959,,589.4
2023-06-28 14:55:16.793739,,589.45
2023-06-28 14:55:17.788569,,589.3
2023-06-28 14:55:19.202660,,589.55
2023-06-28 14:55:19.837004,,589.6
2023-06-28 14:55:20.196363,,589.55
2023-06-28 14:55:20.838948,,589.5
2023-06-28 14:55:21.402476,,589.6
2023-06-28 14:55:22.398302,,589.65
2023-06-28 14:55:22.836343,,589.55
2023-06-28 14:55:23.398325,,589.6
2023-06-28 14:55:24.596589,,589.65
2023-06-28 14:55:24.834442,,589.7
2023-06-28 14:55:26.634324,,589.65
2023-06-28 14:55:27.401849,,589.6
2023-06-28 14:55:31.622232,,589.65
2023-06-28 14:55:32.620626,,589.55
2023-06-28 14:55:32.853951,,589.6
2023-06-28 14:55:33.828740,,589.55
2023-06-28 14:55:34.840628,,589.6
2023-06-28 14:55:35.016517,,589.65
2023-06-28 14:55:38.841986,,589.7
2023-06-28 14:55:39.859862,,589.65
2023-06-28 14:55:41.824704,,589.6
2023-06-28 14:55:45.424821,,589.65
2023-06-28 14:55:47.431032,,589.7
2023-06-28 14:55:47.848774,,589.65
2023-06-28 14:55:50.638070,,589.7
2023-06-28 14:55:51.643155,,589.65
2023-06-28 14:55:52.846371,,589.7
2023-06-28 14:55:53.437727,,589.65
2023-06-28 14:55:53.845374,,589.7
2023-06-28 14:55:54.843695,,589.75
